employee_id,stadtteil_name,home_lat,home_lon,population_density,residential_score,transport_score,distance_to_company_km,distance_to_station,pt_access_score,nearest_station_id,walking_distance,driving_time_minutes,transit_time_minutes,transit_transfers,commute_group,time_score,convenience_score,access_score,adoption_score,ticket_recommendation
397,Langenbek,53.467875,9.940623,3400,1.0,0.3043,26.93,555.9,0.4992,5647199187.0,555.9,48.0,88.0,3.0,>60 min,0.4346,0.1415,0.4992,0.375,Optional
398,Eimsbüttel,53.57131500000001,9.943716,5500,1.0,0.6957,15.6,226.7,0.7532,10142828570.0,226.7,29.0,55.0,1.0,45–60 min,0.408,0.2946,0.7532,0.5243,Recommend Deutschlandticket
399,Winterhude,53.583972,9.988457,4800,1.0,0.6087,13.73,266.5,0.7167,2161074869.0,266.5,32.0,60.0,1.0,45–60 min,0.4169,0.2636,0.7167,0.5015,Recommend Deutschlandticket
400,Winterhude,53.596994,10.005404,4800,1.0,0.6087,12.24,324.5,0.6665,6138886110.0,324.5,28.0,57.0,1.0,45–60 min,0.355,0.2818,0.6665,0.4687,Recommend Deutschlandticket
401,St. Pauli,53.548612,9.970726,6100,1.0,1.0,17.76,169.3,0.8092,552421488.0,169.3,39.0,67.0,2.0,>60 min,0.4878,0.2256,0.8092,0.5492,Recommend Deutschlandticket
402,Sasel,53.650252,10.12436,2700,1.0,0.3043,10.21,653.1,0.442,12468500077.0,653.1,30.0,67.0,2.0,>60 min,0.2913,0.2256,0.442,0.3373,Optional
403,Harburg,53.449449,9.966025,5200,1.0,0.7826,28.77,34.9,0.9573,344506735.0,34.9,48.0,75.0,2.0,>60 min,0.5698,0.1889,0.9573,0.6245,Recommend Deutschlandticket
404,Othmarschen,53.544151,9.889634,2800,1.0,0.1739,19.62,319.0,0.6712,337609358.0,319.0,33.0,63.0,2.0,>60 min,0.4029,0.2466,0.6712,0.4729,Recommend Deutschlandticket
405,Norderstedt-Am Waldrand,53.736803,10.010175,1800,0.0,0.0435,3.35,606.9,0.4683,4364990788.0,606.9,13.0,44.0,1.0,30–45 min,0.0921,0.3761,0.4683,0.3409,Optional
406,Allermöhe,53.496398,10.153096,3500,1.0,0.3913,25.46,2742.3,0.0325,4182043139.0,2742.3,42.0,135.0,4.0,>60 min,0.1092,0.0498,0.0325,0.058,Not recommended
407,Eimsbüttel,53.57703100000001,9.966834,5500,1.0,0.6957,14.66,256.4,0.7258,5688077621.0,256.4,32.0,60.0,1.0,45–60 min,0.4169,0.2636,0.7258,0.5055,Recommend Deutschlandticket
408,Bergedorf,53.497535,10.206046,2800,1.0,0.5217,26.91,293.2,0.6932,6258791191.0,293.2,62.0,100.0,3.0,>60 min,0.5418,0.1084,0.6932,0.478,Recommend Deutschlandticket
409,Othmarschen,53.552869,9.894129,2800,1.0,0.1739,18.61,41.6,0.9493,3378384295.0,41.6,32.0,55.0,1.0,45–60 min,0.4874,0.2946,0.9493,0.6308,Recommend Deutschlandticket
410,Norderstedt-Am Waldrand,53.719556,10.012923,1800,0.0,0.0435,1.54,286.4,0.6991,324345360.0,286.4,8.0,30.0,0.0,≤30 min,0.0639,0.5134,0.6991,0.4749,Recommend Deutschlandticket
411,Farmsen-Berne,53.62027,10.134212,3200,1.0,0.3913,12.98,243.5,0.7376,2167620997.0,243.5,35.0,64.0,2.0,>60 min,0.4367,0.2412,0.7376,0.5092,Recommend Deutschlandticket
412,Rahlstedt,53.601927,10.150074,3600,1.0,0.6522,15.21,368.7,0.6307,5763958677.0,368.7,41.0,75.0,2.0,>60 min,0.4364,0.1889,0.6307,0.4469,Optional
413,Groß Flottbek,53.565436,9.90307,2100,1.0,0.087,17.09,169.2,0.8094,442779317.0,169.2,28.0,53.0,1.0,45–60 min,0.4095,0.308,0.8094,0.5532,Recommend Deutschlandticket
414,Poppenbüttel,53.651551,10.087297,2400,1.0,0.2609,8.31,407.2,0.6011,357578813.0,407.2,22.0,51.0,1.0,45–60 min,0.2676,0.322,0.6011,0.429,Optional
415,Altona-Nord,53.554088,9.953973,6800,0.25,0.913,17.33,102.1,0.8801,6343048663.0,102.1,36.0,61.0,1.0,>60 min,0.4994,0.2578,0.8801,0.5928,Recommend Deutschlandticket
416,Niendorf,53.619285,9.947658,3200,1.0,0.3478,10.43,461.2,0.5619,1049123715.0,461.2,22.0,52.0,1.0,45–60 min,0.2557,0.3149,0.5619,0.4067,Optional
417,Rotherbaum,53.569263,9.982508,5200,1.0,0.7826,15.39,353.2,0.643,2357141316.0,353.2,34.0,65.0,2.0,>60 min,0.4018,0.2359,0.643,0.4571,Recommend Deutschlandticket
418,Harburg,53.459607,9.980417999999998,5200,1.0,0.7826,27.57,123.5,0.8569,289398646.0,123.5,51.0,81.0,2.0,>60 min,0.5553,0.1653,0.8569,0.5699,Recommend Deutschlandticket
419,Hoheluft-Ost,53.589602,9.976202,5800,0.25,0.6087,13.19,52.6,0.9364,993991364.0,52.6,31.0,54.0,1.0,45–60 min,0.4762,0.3012,0.9364,0.6242,Recommend Deutschlandticket
420,Sasel,53.64835,10.113063,2700,1.0,0.3043,9.77,309.8,0.6789,12468500077.0,309.8,26.0,54.0,1.0,45–60 min,0.3406,0.3012,0.6789,0.4761,Recommend Deutschlandticket
421,Rahlstedt,53.605105,10.143299,3600,1.0,0.6522,14.65,281.4,0.7035,9399668441.0,281.4,39.0,70.0,2.0,>60 min,0.4516,0.2111,0.7035,0.4893,Recommend Deutschlandticket
422,Altona-Nord,53.557791,9.945486,6800,0.25,0.913,17.04,234.6,0.7458,332242053.0,234.6,35.0,63.0,2.0,>60 min,0.4493,0.2466,0.7458,0.5177,Recommend Deutschlandticket
423,Altona-Altstadt,53.558352,9.925258,4200,1.0,0.8696,17.33,244.1,0.7371,5496142230.0,244.1,32.0,60.0,1.0,45–60 min,0.4169,0.2636,0.7371,0.5104,Recommend Deutschlandticket
424,Ottensen,53.55638199999999,9.92248,7500,1.0,0.8261,17.59,57.5,0.9306,5901964557.0,57.5,31.0,54.0,1.0,45–60 min,0.4762,0.3012,0.9306,0.6216,Recommend Deutschlandticket
425,Marienthal,53.569077,10.086585,5100,1.0,0.4783,16.32,15.2,0.9812,339409355.0,15.2,40.0,64.0,2.0,>60 min,0.5488,0.2412,0.9812,0.645,Recommend Deutschlandticket
426,Heimfeld,53.460789,9.947283,3800,1.0,0.4348,27.65,260.4,0.7221,344461086.0,260.4,48.0,81.0,2.0,>60 min,0.5028,0.1653,0.7221,0.4973,Recommend Deutschlandticket
427,Niendorf,53.627902,9.953616,3200,1.0,0.3478,9.39,345.6,0.6492,4256179992.0,345.6,20.0,47.0,1.0,45–60 min,0.2592,0.3519,0.6492,0.4567,Recommend Deutschlandticket
428,Bergedorf,53.487275,10.208092,2800,1.0,0.5217,27.97,196.3,0.7824,869119985.0,196.3,64.0,100.0,3.0,>60 min,0.5698,0.1084,0.7824,0.5243,Recommend Deutschlandticket
429,Ottensen,53.56108100000001,9.930604,7500,1.0,0.8261,16.93,360.4,0.6373,2356512250.0,360.4,31.0,61.0,1.0,>60 min,0.3799,0.2578,0.6373,0.4554,Recommend Deutschlandticket
430,Heimfeld,53.468408,9.952097,3800,1.0,0.4348,26.77,372.6,0.6277,63353504.0,372.6,44.0,79.0,2.0,>60 min,0.4514,0.1728,0.6277,0.4448,Optional
431,Norderstedt-Mitte,53.712547,10.008801,3800,1.0,0.5217,0.73,188.7,0.7899,333727217.0,188.7,7.0,26.0,0.0,≤30 min,0.0663,0.5611,0.7899,0.5293,Recommend Deutschlandticket
432,Harburg,53.459678,9.981791,5200,1.0,0.7826,27.56,183.0,0.7955,289398646.0,183.0,51.0,83.0,2.0,>60 min,0.534,0.1581,0.7955,0.5353,Recommend Deutschlandticket
433,Billbrook,53.547695,10.055511,3800,0.25,0.5652,18.07,150.3,0.8287,5841478671.0,150.3,46.0,76.0,2.0,>60 min,0.5209,0.1847,0.8287,0.5543,Recommend Deutschlandticket
434,Bergedorf,53.49515400000001,10.223774,2800,1.0,0.5217,27.74,250.9,0.7308,5573984559.0,250.9,70.0,109.0,3.0,>60 min,0.5728,0.0887,0.7308,0.4967,Recommend Deutschlandticket
435,Altona-Nord,53.55290600000001,9.935397,6800,0.25,0.913,17.72,18.3,0.9773,1686600808.0,18.3,35.0,58.0,1.0,45–60 min,0.5183,0.2756,0.9773,0.6455,Recommend Deutschlandticket
436,Hoheluft-Ost,53.56655500000001,9.975846,5800,0.25,0.6087,15.73,166.6,0.8121,8297339260.0,166.6,35.0,62.0,1.0,>60 min,0.4624,0.2521,0.8121,0.5517,Recommend Deutschlandticket
437,Rotherbaum,53.562051,9.996501,5200,1.0,0.7826,16.14,392.5,0.6123,417987489.0,392.5,36.0,69.0,2.0,>60 min,0.3998,0.2158,0.6123,0.4373,Optional
438,Langenhorn,53.657302,10.005264,3100,1.0,0.3043,5.53,98.0,0.8848,338974148.0,98.0,12.0,30.0,0.0,≤30 min,0.2231,0.5134,0.8848,0.598,Recommend Deutschlandticket
439,Horn,53.553659,10.072471,4900,1.0,0.3478,17.67,277.5,0.7069,343469346.0,277.5,44.0,76.0,2.0,>60 min,0.4832,0.1847,0.7069,0.4913,Recommend Deutschlandticket
440,Jenfeld,53.579944,10.12761,4800,1.0,0.5217,16.37,121.9,0.8586,2171215479.0,121.9,43.0,71.0,2.0,>60 min,0.5214,0.2064,0.8586,0.5739,Recommend Deutschlandticket
441,Bergedorf,53.490443000000006,10.212819,2800,1.0,0.5217,27.82,111.7,0.8697,2903248594.0,111.7,65.0,99.0,3.0,>60 min,0.5927,0.1108,0.8697,0.5691,Recommend Deutschlandticket
442,Harvestehude,53.581223,10.000449,4500,1.0,0.4783,14.0,201.3,0.7775,281923844.0,201.3,32.0,59.0,1.0,45–60 min,0.4301,0.2695,0.7775,0.5333,Recommend Deutschlandticket
443,Horn,53.555053,10.067722,4900,1.0,0.3478,17.45,357.2,0.6398,3201491850.0,357.2,43.0,77.0,2.0,>60 min,0.4535,0.1807,0.6398,0.453,Recommend Deutschlandticket
444,Eppendorf,53.583147,9.982459,6200,1.0,0.8261,13.85,137.5,0.8421,6150072595.0,137.5,32.0,57.0,1.0,45–60 min,0.4578,0.2818,0.8421,0.5724,Recommend Deutschlandticket
445,Stellingen,53.596429,9.916909,4100,0.25,0.3913,13.56,495.1,0.5386,1617465791.0,495.1,27.0,59.0,1.0,45–60 min,0.3057,0.2695,0.5386,0.3963,Optional
446,Hamm,53.55891800000001,10.051147,5400,1.0,0.6522,16.79,249.0,0.7326,10782001405.0,249.0,41.0,72.0,2.0,>60 min,0.4695,0.2019,0.7326,0.5039,Recommend Deutschlandticket
447,Norderstedt-Friedrichsgabe,53.688374,9.978846,2200,1.0,0.1304,2.62,598.2,0.4734,4364655378.0,598.2,4.0,32.0,0.0,30–45 min,0.0009,0.4911,0.4734,0.3533,Optional
448,Marienthal,53.567145,10.101084,5100,1.0,0.4783,16.86,483.0,0.5468,339408753.0,483.0,43.0,80.0,2.0,>60 min,0.423,0.169,0.5468,0.4009,Optional
449,Ottensen,53.54485,9.919675,7500,1.0,0.8261,18.87,222.5,0.7572,335964477.0,222.5,39.0,68.0,2.0,>60 min,0.4754,0.2207,0.7572,0.5218,Recommend Deutschlandticket
450,Marienthal,53.558528,10.087458,5100,1.0,0.4783,17.44,623.6,0.4586,6128819451.0,623.6,47.0,89.0,3.0,>60 min,0.4092,0.1384,0.4586,0.3497,Optional
451,Altona-Nord,53.554227,9.944242,6800,0.25,0.913,17.44,255.6,0.7265,2507004319.0,255.6,37.0,66.0,2.0,>60 min,0.4567,0.2307,0.7265,0.5065,Recommend Deutschlandticket
452,Volksdorf,53.64755600000001,10.174084,2100,1.0,0.1304,13.1,193.5,0.7851,1719323591.0,193.5,33.0,60.0,1.0,45–60 min,0.4412,0.2636,0.7851,0.5378,Recommend Deutschlandticket
453,Hamm,53.55166,10.066024,5400,1.0,0.6522,17.78,371.9,0.6282,343469344.0,371.9,44.0,78.0,2.0,>60 min,0.4618,0.1767,0.6282,0.4489,Optional
454,Eppendorf,53.582657,9.984892,6200,1.0,0.8261,13.89,144.3,0.835,335408251.0,144.3,31.0,56.0,1.0,45–60 min,0.4464,0.2881,0.835,0.5682,Recommend Deutschlandticket
455,Groß Flottbek,53.572075,9.889058,2100,1.0,0.087,16.8,316.4,0.6734,336206105.0,316.4,30.0,59.0,1.0,45–60 min,0.3803,0.2695,0.6734,0.4747,Recommend Deutschlandticket
456,Eppendorf,53.601041,9.991355,6200,1.0,0.8261,11.82,194.5,0.7842,1573885549.0,194.5,27.0,52.0,1.0,45–60 min,0.3962,0.3149,0.7842,0.5408,Recommend Deutschlandticket
457,Norderstedt-Friedrichsgabe,53.70963,9.994639,2200,1.0,0.1304,0.62,315.8,0.6739,4269545582.0,315.8,5.0,26.0,0.0,≤30 min,0.015,0.5611,0.6739,0.4652,Recommend Deutschlandticket
458,Winterhude,53.602872,10.011577,4800,1.0,0.6087,11.6,256.7,0.7255,11019653761.0,256.7,26.0,52.0,1.0,45–60 min,0.3679,0.3149,0.7255,0.5077,Recommend Deutschlandticket
459,Harburg,53.449307,9.964724,5200,1.0,0.7826,28.79,109.6,0.872,344506738.0,109.6,47.0,76.0,2.0,>60 min,0.5395,0.1847,0.872,0.5781,Recommend Deutschlandticket
460,Jenfeld,53.57927,10.120307,4800,1.0,0.5217,16.2,211.2,0.768,357348716.0,211.2,43.0,73.0,2.0,>60 min,0.4977,0.1975,0.768,0.5255,Recommend Deutschlandticket
461,Bramfeld,53.616299,10.075327,4200,1.0,0.4348,11.17,426.2,0.5870000000000001,5763633037.0,426.2,34.0,67.0,2.0,>60 min,0.3789,0.2256,0.5870000000000001,0.4236,Optional
462,Rotherbaum,53.566017,9.987802,5200,1.0,0.7826,15.72,89.4,0.8942,11407458184.0,89.4,35.0,60.0,1.0,45–60 min,0.4895,0.2636,0.8942,0.5981,Recommend Deutschlandticket
463,Norderstedt-Mitte,53.701078,9.994967,3800,1.0,0.5217,0.85,415.4,0.5949,458783866.0,415.4,5.0,29.0,0.0,≤30 min,0.0082,0.525,0.5949,0.4182,Optional
464,St. Pauli,53.561446,9.956847,6100,1.0,1.0,16.49,85.0,0.8992,5738588396.0,85.0,34.0,58.0,1.0,45–60 min,0.4937,0.2756,0.8992,0.6049,Recommend Deutschlandticket
465,Wandsbek,53.573643,10.087021,5900,0.25,0.9565,15.85,72.8,0.9129999999999999,357348759.0,72.8,39.0,65.0,2.0,>60 min,0.5134,0.2359,0.9129999999999999,0.6043,Recommend Deutschlandticket
466,Billbrook,53.53491,10.060105,3800,0.25,0.5652,19.52,357.6,0.6395,6341302858.0,357.6,48.0,83.0,2.0,>60 min,0.4823,0.1581,0.6395,0.4537,Recommend Deutschlandticket
467,Rahlstedt,53.60424,10.152717,3600,1.0,0.6522,15.13,87.3,0.8966,1468319468.0,87.3,41.0,67.0,2.0,>60 min,0.5304,0.2256,0.8966,0.5986,Recommend Deutschlandticket
468,Norderstedt-Mitte,53.699964,10.009536,3800,1.0,0.5217,0.89,338.9,0.6547,5321032848.0,338.9,6.0,28.0,0.0,≤30 min,0.0256,0.5368,0.6547,0.4524,Recommend Deutschlandticket
469,Harvestehude,53.57289599999999,10.000597,4500,1.0,0.4783,14.93,197.9,0.7808,281923827.0,197.9,36.0,64.0,2.0,>60 min,0.4594,0.2412,0.7808,0.534,Recommend Deutschlandticket
470,Ohlsdorf,53.608409,10.039507,2800,1.0,0.2174,11.24,161.7,0.8170000000000001,2788916324.0,161.7,26.0,50.0,1.0,45–60 min,0.3973,0.3292,0.8170000000000001,0.5596,Recommend Deutschlandticket
471,Barmbek-Süd,53.590315,10.034349,6400,0.25,0.8696,13.15,116.9,0.8640000000000001,11266617045.0,116.9,30.0,54.0,1.0,45–60 min,0.4493,0.3012,0.8640000000000001,0.5855,Recommend Deutschlandticket
472,Alsterdorf,53.605926,10.002308,3900,1.0,0.3478,11.25,175.8,0.8027,286523852.0,175.8,25.0,49.0,1.0,45–60 min,0.3829,0.3366,0.8027,0.5518,Recommend Deutschlandticket
473,Blankenese,53.551886,9.808797,1800,1.0,0.2174,21.52,459.5,0.563,91891167.0,459.5,34.0,68.0,2.0,>60 min,0.3679,0.2207,0.563,0.4088,Optional
474,Rotherbaum,53.573432,9.990046,5200,1.0,0.7826,14.89,277.4,0.7070000000000001,8223839478.0,277.4,34.0,63.0,2.0,>60 min,0.4262,0.2466,0.7070000000000001,0.4947,Recommend Deutschlandticket
475,Eimsbüttel,53.571144,9.96399,5500,1.0,0.6957,15.34,238.9,0.7418,6112730485.0,238.9,33.0,61.0,1.0,>60 min,0.4281,0.2578,0.7418,0.5137,Recommend Deutschlandticket
476,St. Pauli,53.546962,9.96574,6100,1.0,1.0,17.98,237.9,0.7428,5856138157.0,237.9,40.0,70.0,2.0,>60 min,0.4724,0.2111,0.7428,0.5119,Recommend Deutschlandticket
477,Barmbek-Nord,53.58987,10.033875,5600,1.0,0.7826,13.2,224.5,0.7553,11266617045.0,224.5,29.0,55.0,1.0,45–60 min,0.408,0.2946,0.7553,0.5252,Recommend Deutschlandticket
478,Marienthal,53.567312,10.10556,5100,1.0,0.4783,16.96,149.8,0.8293,1652155402.0,149.8,43.0,72.0,2.0,>60 min,0.5095,0.2019,0.8293,0.5566,Recommend Deutschlandticket
479,Jenfeld,53.578424,10.131657,4800,1.0,0.5217,16.65,258.8,0.7236,2171215484.0,258.8,44.0,76.0,2.0,>60 min,0.4832,0.1847,0.7236,0.4985,Recommend Deutschlandticket
480,Barmbek-Süd,53.582714,10.039775,6400,0.25,0.8696,14.05,75.1,0.9104,11360043927.0,75.1,33.0,57.0,1.0,45–60 min,0.4832,0.2818,0.9104,0.6089,Recommend Deutschlandticket
481,Barmbek-Süd,53.58043000000001,10.040878,6400,0.25,0.8696,14.31,50.1,0.9393,417016468.0,50.1,34.0,57.0,1.0,45–60 min,0.5084,0.2818,0.9393,0.6282,Recommend Deutschlandticket
482,Lokstedt,53.589016,9.946162,4800,1.0,0.4348,13.66,295.8,0.6909,5688077634.0,295.8,27.0,54.0,1.0,45–60 min,0.3679,0.3012,0.6909,0.4885,Recommend Deutschlandticket
483,Wandsbek,53.56756899999999,10.095854,5900,0.25,0.9565,16.69,441.0,0.5762,339408753.0,441.0,41.0,76.0,2.0,>60 min,0.4259,0.1847,0.5762,0.4191,Optional
484,St. Pauli,53.544926,9.975877,6100,1.0,1.0,18.13,90.0,0.8936,9460477322.0,90.0,42.0,69.0,2.0,>60 min,0.5258,0.2158,0.8936,0.5931,Recommend Deutschlandticket
485,Altona-Nord,53.552985,9.946306,6800,0.25,0.913,17.55,165.3,0.8133,286725372.0,165.3,37.0,64.0,2.0,>60 min,0.482,0.2412,0.8133,0.5542,Recommend Deutschlandticket
486,Barmbek-Nord,53.586721,10.034076,5600,1.0,0.7826,13.54,112.9,0.8684,271784863.0,112.9,30.0,54.0,1.0,45–60 min,0.4493,0.3012,0.8684,0.5874,Recommend Deutschlandticket
487,Alsterdorf,53.618004000000006,10.000855,3900,1.0,0.3478,9.91,108.5,0.8732,335886946.0,108.5,22.0,43.0,1.0,30–45 min,0.385,0.3846,0.8732,0.5974,Recommend Deutschlandticket
488,Lokstedt,53.600595,9.950717,4800,1.0,0.4348,12.34,229.1,0.7509999999999999,5943781950.0,229.1,27.0,53.0,1.0,45–60 min,0.3818,0.308,0.7509999999999999,0.5204,Recommend Deutschlandticket
489,Bramfeld,53.605611,10.08416,4200,1.0,0.4348,12.5,321.2,0.6693,6214805337.0,321.2,35.0,66.0,2.0,>60 min,0.4124,0.2307,0.6693,0.4699,Recommend Deutschlandticket
490,Bramfeld,53.600494,10.085765,4200,1.0,0.4348,13.06,391.4,0.6131,343482174.0,391.4,39.0,72.0,2.0,>60 min,0.4291,0.2019,0.6131,0.4412,Optional
491,Billbrook,53.545639,10.076726,3800,0.25,0.5652,18.61,681.8,0.4265,2368696396.0,681.8,47.0,90.0,3.0,>60 min,0.4006,0.1353,0.4265,0.3325,Optional
492,Rahlstedt,53.59725,10.160799,3600,1.0,0.6522,16.06,113.3,0.8679,357348624.0,113.3,43.0,71.0,2.0,>60 min,0.5214,0.2064,0.8679,0.578,Recommend Deutschlandticket
493,Rahlstedt,53.608096,10.146669,3600,1.0,0.6522,14.54,135.2,0.8445,8895119605.0,135.2,39.0,66.0,2.0,>60 min,0.5004,0.2307,0.8445,0.5695,Recommend Deutschlandticket
494,St. Pauli,53.542203,9.961193,6100,1.0,1.0,18.55,316.6,0.6731,430089643.0,316.6,50.0,85.0,2.0,>60 min,0.4966,0.1512,0.6731,0.4701,Recommend Deutschlandticket
495,Harburg,53.46506700000001,9.971218,5200,1.0,0.7826,27.01,162.0,0.8166,5620212218.0,162.0,48.0,78.0,2.0,>60 min,0.5353,0.1767,0.8166,0.5504,Recommend Deutschlandticket
496,Dulsberg,53.58402,10.067945,6800,0.25,0.7391,14.35,118.6,0.8622,253659938.0,118.6,34.0,59.0,1.0,45–60 min,0.4794,0.2695,0.8622,0.5832,Recommend Deutschlandticket
497,Barmbek-Nord,53.591087,10.047047,5600,1.0,0.7826,13.23,68.7,0.9177,5763633006.0,68.7,31.0,54.0,1.0,45–60 min,0.4762,0.3012,0.9177,0.616,Recommend Deutschlandticket
498,Jenfeld,53.576512,10.135171,4800,1.0,0.5217,16.95,48.4,0.9413,24784569.0,48.4,45.0,72.0,2.0,>60 min,0.5488,0.2019,0.9413,0.6159,Recommend Deutschlandticket
499,Hohenfelde,53.55605500000001,10.018336,5800,1.0,0.6522,16.83,27.7,0.966,3021113861.0,27.7,39.0,63.0,2.0,>60 min,0.5404,0.2466,0.966,0.6378,Recommend Deutschlandticket
500,Ohlsdorf,53.612742,10.041841,2800,1.0,0.2174,10.8,251.9,0.7299,336264979.0,251.9,29.0,56.0,1.0,45–60 min,0.3941,0.2881,0.7299,0.5086,Recommend Deutschlandticket
